"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"62479","Sponsor Assigned",20417075,"05-01-2017","05-31-2017","Ally Bank","10/2016",15220.6,74,"11/2022",0.0399,1,1,"12/2016","True",2,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,39111,1,"Consumer Bureau","703",2,NA,"False",0.0122,"FL",66,NA,1,14092.78,238.45,0.0399,0.0399,0.01,NA,NA,191.56,NA,14092.78,238.45,0,NA,"False",0,0,"04-25-2017",0,"Ally Bank","False",NA,NA,NA,0,13917.48,175.3,238.45,NA,0,13724.66,192.82,238.45,NA,0,13531.21,193.45,238.45,NA,0,13340.09,191.12,238.45,NA,0,13143.92,196.17,238.45,NA,0,12947.13,196.79,238.45,NA,0,12550.29,396.84,476.9,NA,0,12550.29,0,0,NA,0,12363.97,186.32,238.45,NA,0,0,12363.97,12412.37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"super_prime",8,11,19,0,0,1
"62491","Sponsor Assigned",20417564,"05-01-2017","05-31-2017","Ally Bank","10/2016",39010.95,74,"11/2022",0.05,1,1,"12/2016","True",2,2,0,"JEEP","GRAND CHEROK        ",1,2015,3,41976,1,"Consumer Bureau","674",2,NA,"False",0.0692,"CA",66,NA,1,36167.05,0,0.05,0.05,0.01,NA,NA,478.56,NA,35657.53,629.48,1258.96,NA,"False",509.52,0,"05-22-2017",0,"Ally Bank","False",NA,NA,NA,0,35203.88,453.65,629.48,NA,0,35203.88,0,0,NA,0,34757.64,446.24,629.48,NA,0,34280.51,477.13,629.48,NA,0,33282.76,997.75,1258.96,NA,0,32753.57,529.19,629.48,NA,0,32254.2,499.37,629.48,NA,0,32254.2,0,0,NA,0,31819.11,435.09,629.48,NA,0,30763.83,1055.28,1258.96,NA,0,30763.83,0,0,NA,0,30332.4,431.43,629.48,NA,0,29288.05,1044.35,1258.96,NA,0,29288.05,0,0,NA,0,28811.02,477.03,629.48,NA,0,28311.77,499.25,629.48,NA,0,27798.63,513.14,629.48,NA,0,27287.19,511.44,629.48,NA,0,26762.36,524.83,629.48,NA,0,26239.19,523.17,629.48,NA,0,25728.32,510.87,629.48,NA,0,25183.42,544.9,629.48,NA,0,24681.57,501.85,629.48,NA,0,24153.51,528.06,629.48,NA,0,23626.59,526.92,629.48,NA,0,23094.2,532.39,629.48,NA,0,22559.62,534.58,629.48,NA,0,22029.02,530.6,629.48,NA,0,21490.06,538.96,629.48,NA,0,20382.61,1107.45,1258.96,NA,0,20382.61,0,0,NA,0,19898.18,484.43,629.48,NA,0,19320.35,577.83,629.48,NA,0,18767.41,552.94,629.48,NA,0,18767.41,0,0,NA,0,18767.41,0,0,NA,0,18767.41,0,0,NA,0,18767.41,0,0,NA,0,18530.2,237.21,629.48,NA,0,17979.19,551.01,629.48,NA,0,17406.2,572.99,629.48,NA,0,16867.08,539.12,629.48,NA,0,16290.6,576.48,629.48,NA,0,8,"prime",8,36,44,0,1,0
"62508","Sponsor Assigned",20418268,"05-01-2017","05-31-2017","Ally Bank","10/2016",16465.27,74,"11/2022",0.063,1,1,"12/2016","True",2,2,0,"NISS","SENTRA              ",1,2016,1,18667,1,"Consumer Bureau","661",2,NA,"False",0.0414,"IL",66,NA,1,15534.55,503.58,0.063,0.063,0.01,NA,NA,195.43,NA,15534.55,275.93,0,NA,"False",0,0,"04-21-2017",22,"Ally Bank","False",NA,NA,NA,0,15121.32,413.23,600,NA,0,14961.01,160.31,241.21,NA,0,14961.01,0,0,NA,0,14961.01,0,0,NA,0,14289.34,671.67,880,NA,0,14289.34,0,0,NA,0,14289.34,0,0,NA,0,13750.57,538.77,833.87,NA,0,13750.57,0,0,NA,0,13602.97,147.6,290,NA,0,13602.97,0,0,NA,0,13483.75,119.22,300,NA,0,13483.75,0,0,NA,0,13483.75,0,0,NA,0,13180.75,303,551.86,NA,0,13180.75,0,0,NA,0,12800.44,380.31,513.72,NA,0,12800.44,0,0,NA,0,12074.07,726.37,828,NA,0,12074.07,0,0,NA,0,12074.07,0,54.17,NA,0,12019.9,54.17,54.17,NA,0,3885.65,8134.25,8277.72,NA,0,3885.65,0,0,NA,0,3885.65,0,0,NA,0,3885.65,0,0,NA,0,3885.65,0,0,NA,0,3885.65,0,0,NA,0,0,0,55.16,NA,-300,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,8,"prime",8,25,33,0,1,0
"62527","Sponsor Assigned",20418733,"05-01-2017","05-31-2017","Ally Bank","10/2016",21666.19,74,"11/2022",0.0499,1,1,"12/2016","True",2,2,0,"FORD","MUSTANG             ",1,2016,1,37971,1,"Consumer Bureau","692",2,NA,"False",0.0675,"FL",66,NA,1,20381.47,349.55,0.0499,0.0499,0.01,NA,NA,265.89,NA,20115.51,349.55,349.55,NA,"False",265.96,0,"05-02-2017",0,"Ally Bank","False",NA,NA,NA,0,19851.2,264.31,349.55,NA,0,19583.06,268.14,349.55,NA,0,19316.5,266.56,349.55,NA,0,19048.81,267.69,349.55,NA,0,18777.38,271.43,349.55,NA,0,18507.4,269.98,349.55,NA,0,18233.75,273.65,349.55,NA,0,17961.47,272.28,349.55,NA,0,17688.04,273.43,349.55,NA,0,17406.19,281.85,349.55,NA,0,17130.4,275.79,349.55,NA,0,0,17130.4,17253.63,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"super_prime",8,13,21,0,0,1
"62536","Sponsor Assigned",20419124,"05-01-2017","05-31-2017","Ally Bank","10/2016",15785.89,74,"11/2022",0.0449,1,1,"12/2016","True",2,2,0,"HOND","CIVIC               ",1,2016,1,21519,1,"Consumer Bureau","679",2,NA,"False",0.0502,"CA",66,NA,1,14846.19,250.98,0.0449,0.0449,0.01,NA,NA,196.2,NA,14649.99,250.98,250.98,NA,"False",196.2,0,"05-05-2017",0,"Ally Bank","False",NA,NA,NA,0,14454.87,195.12,250.98,NA,0,14257.23,197.64,250.98,NA,0,14058.86,198.37,250.98,NA,0,13863.22,195.64,250.98,NA,0,13663.39,199.83,250.98,NA,0,13461.15,202.24,250.98,NA,0,13259.84,201.31,250.98,NA,0,13062.68,197.16,250.98,NA,0,12861.51,201.17,250.98,NA,0,12654.82,206.69,250.98,NA,0,12452.09,202.73,250.98,NA,0,12245.53,206.56,250.98,NA,0,12042.75,202.78,250.98,NA,0,11836.21,206.54,250.98,NA,0,11627.45,208.76,250.98,NA,0,11423.66,203.79,250.98,NA,0,11214.83,208.83,250.98,NA,0,11006.61,208.22,250.98,NA,0,10796.24,210.37,250.98,NA,0,10586.42,209.82,250.98,NA,0,10375.8,210.62,250.98,NA,0,10159.28,216.52,250.98,NA,0,9948.29,210.99,250.98,NA,0,9731.57,216.72,250.98,NA,0,9520.09,211.48,250.98,NA,0,9304.24,215.85,250.98,NA,0,9088.73,215.51,250.98,NA,0,8872.4,216.33,250.98,NA,0,8653.07,219.33,250.98,NA,0,8436.15,216.92,250.98,NA,0,8216.3,219.85,250.98,NA,0,7987.53,228.77,259.08,NA,0,7767.91,219.62,250.98,NA,0,7544.57,223.34,250.98,NA,0,7320.43,224.14,250.98,NA,0,7320.43,0,0,NA,0,7320.43,0,0,NA,0,7320.43,0,0,NA,0,7179.91,140.52,250.98,NA,0,6956.24,223.67,250.98,NA,0,6731.71,224.53,250.98,NA,0,6506.33,225.38,250.98,NA,0,6278.5,227.83,250.98,NA,0,8,"super_prime",8,37,45,0,1,0
"62548","Sponsor Assigned",20419311,"05-01-2017","05-31-2017","Ally Bank","10/2016",42356.06,73,"10/2022",0.0649,1,1,"11/2016","True",1,2,0,"CHEV","SILVERADO           ",1,2017,2,59671,1,"Consumer Bureau","672",2,NA,"False",0.0569,"MA",65,NA,1,39415.43,711.8,0.0649,0.0649,0.01,NA,NA,501.54,NA,38913.87,711.8,711.8,NA,"False",501.56,0,"05-24-2017",0,"Ally Bank","False",NA,NA,NA,0,0,38913.87,39100.67,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"prime",9,2,11,0,0,1
"62609","Sponsor Assigned",20420886,"05-01-2017","05-31-2017","Ally Bank","10/2016",9932.13,74,"11/2022",0.0539,1,1,"12/2016","True",2,2,0,"CHEV","SONIC               ",1,2015,1,18301,1,"Consumer Bureau","695",2,NA,"False",0.0811,"FL",66,NA,1,9223.33,162.12,0.0539,0.0539,0.01,NA,NA,120.66,NA,9223.33,162.12,0,NA,"False",0,0,"04-28-2017",0,"Ally Bank","False",NA,NA,NA,0,9112.96,110.37,162.12,NA,0,8863.5,249.46,324.24,NA,0,8863.5,0,0,NA,0,8748.49,115.01,162.12,NA,0,8619.95,128.54,162.12,NA,0,8497.29,122.66,162.12,NA,0,8372.81,124.48,162.12,NA,0,8250.25,122.56,162.12,NA,0,8134.42,115.83,162.12,NA,0,7996.32,138.1,162.12,NA,0,7871.98,124.34,162.12,NA,0,7743.57,128.41,162.12,NA,0,7616.89,126.68,162.12,NA,0,7489.63,127.26,162.12,NA,0,7360.68,128.95,162.12,NA,0,7232.25,128.43,162.12,NA,0,7102.16,130.09,162.12,NA,0,6972.55,129.61,162.12,NA,0,6841.31,131.24,162.12,NA,0,6710.5,130.81,162.12,NA,0,6579.09,131.41,162.12,NA,0,6444.17,134.92,162.12,NA,0,6311.54,132.63,162.12,NA,0,6177.38,134.16,162.12,NA,0,6043.53,133.85,162.12,NA,0,5908.18,135.35,162.12,NA,0,5773.1,135.08,162.12,NA,0,5637.4,135.7,162.12,NA,0,5500.25,137.15,162.12,NA,0,5363.3,136.95,162.12,NA,0,5225.73,137.57,162.12,NA,0,5089.07,136.66,162.12,NA,0,4949.43,139.64,162.12,NA,0,4807.72,141.71,162.12,NA,0,4666.84,140.88,162.12,NA,0,4525.34,141.5,162.12,NA,0,4383.88,141.46,162.12,NA,0,4241.13,142.75,162.12,NA,0,4098.37,142.76,162.12,NA,0,3954.96,143.41,162.12,NA,0,3810.31,144.65,162.12,NA,0,3666.15,144.16,162.12,NA,0,3519.69,146.46,162.12,NA,0,8,"prime",8,43,51,1,0,0
"62610","Sponsor Assigned",20420889,"05-01-2017","05-31-2017","Ally Bank","10/2016",21987.08,74,"11/2022",0.0774,1,1,"12/2016","True",2,2,0,"VOLK","GOLF                ",1,2017,1,21740,1,"Consumer Bureau","677",2,NA,"False",0.096,"TN",66,NA,1,20822.69,383.95,0.0774,0.0774,0.01,NA,NA,251.48,NA,20575.61,383.95,383.95,NA,"False",247.08,0,"05-04-2017",0,"Ally Bank","False",NA,NA,NA,0,20024.7,550.91,767.9,NA,0,19717.18,307.52,383.95,NA,0,19421.03,296.15,383.95,NA,0,18894.94,526.09,767.9,NA,0,18894.94,0,0,NA,0,73.23,18821.71,19018.03,NA,0,0,73.23,73.43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"prime",8,8,16,0,0,1
"62634","Sponsor Assigned",20421423,"05-01-2017","05-31-2017","Ally Bank","10/2016",21792.89,74,"11/2022",0.0399,1,1,"12/2016","True",2,2,0,"JEEP","WRANGLER            ",1,2017,3,28574,1,"Consumer Bureau","844",2,NA,"False",0.0739,"PA",66,NA,1,20424.33,289.45,0.0399,0.0399,0.01,NA,NA,274.23,NA,20141.3,341.35,350,NA,"False",283.03,0,"05-08-2017",0,"Ally Bank","False",NA,NA,NA,0,19859.55,281.75,350,NA,0,19574.67,284.88,350,NA,0,19291,283.67,350,NA,0,0,19291,19387.52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"super_prime",8,5,13,0,0,1
"62676","Sponsor Assigned",20423142,"05-01-2017","05-31-2017","Ally Bank","10/2016",29403,74,"11/2022",0.0329,1,1,"12/2016","True",2,2,0,"JEEP","WRANGLER            ",1,2016,3,30694,1,"Consumer Bureau","683",2,NA,"False",0.0602,"SC",66,NA,1,27576.93,451.17,0.0329,0.0329,0.01,NA,NA,376.6,NA,27200.32,451.17,451.17,NA,"False",376.61,0,"05-11-2017",0,"Ally Bank","False",NA,NA,NA,0,26825.14,375.18,451.17,NA,0,26446.5,378.64,451.17,NA,0,26069.22,377.28,451.17,NA,0,25690.88,378.34,451.17,NA,0,25309.17,381.71,451.17,NA,0,24928.71,380.46,451.17,NA,0,24544.94,383.77,451.17,NA,0,24162.34,382.6,451.17,NA,0,23778.68,383.66,451.17,NA,0,23387.51,391.17,451.17,NA,0,23001.68,385.83,451.17,NA,0,22612.7,388.98,451.17,NA,0,22224.71,387.99,451.17,NA,0,21833.63,391.08,451.17,NA,0,21443.46,390.17,451.17,NA,0,21052.2,391.26,451.17,NA,0,20657.95,394.25,451.17,NA,0,20264.49,393.46,451.17,NA,0,19868.11,396.38,451.17,NA,0,19472.45,395.66,451.17,NA,0,19075.68,396.77,451.17,NA,0,18672.65,403.03,451.17,NA,0,18273.65,399,451.17,NA,0,17871.89,401.76,451.17,NA,0,17470.65,401.24,451.17,NA,0,17066.71,403.94,451.17,NA,0,16663.22,403.49,451.17,NA,0,16258.6,404.62,451.17,NA,0,15851.39,407.21,451.17,NA,0,15444.5,406.89,451.17,NA,0,15035.09,409.41,451.17,NA,0,14625.89,409.2,451.17,NA,0,14215.48,410.41,451.17,NA,0,13801.37,414.11,451.17,NA,0,13388.66,412.71,451.17,NA,0,12973.6,415.06,451.17,NA,0,12558.58,415.02,451.17,NA,0,12141.28,417.3,451.17,NA,0,11723.94,417.34,451.17,NA,0,11305.44,418.5,451.17,NA,0,10884.76,420.68,451.17,NA,0,10463.92,420.84,451.17,NA,0,10040.97,422.95,451.17,NA,0,8,"super_prime",8,43,51,1,0,0
"62677","Sponsor Assigned",20423432,"05-01-2017","05-31-2017","Ally Bank","10/2016",16635.67,74,"11/2022",0.0284,1,1,"12/2016","True",2,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,43449,1,"Consumer Bureau","706",2,NA,"False",0.0465,"NC",66,NA,1,15586.16,251.86,0.0284,0.0284,0.01,NA,NA,215.48,NA,15370.67,251.86,251.86,NA,"False",215.49,0,"05-15-2017",0,"Ally Bank","False",NA,NA,NA,0,15155.88,214.79,251.86,NA,0,14939.39,216.49,251.86,NA,0,14723.56,215.83,251.86,NA,0,14507.21,216.35,251.86,NA,0,14289.2,218.01,251.86,NA,0,14071.8,217.4,251.86,NA,0,13852.78,219.02,251.86,NA,0,13634.33,218.45,251.86,NA,0,13415.35,218.98,251.86,NA,0,13192.71,222.64,251.86,NA,0,12972.66,220.05,251.86,NA,0,12751.07,221.59,251.86,NA,0,12529.96,221.11,251.86,NA,0,12307.34,222.62,251.86,NA,0,12085.16,222.18,251.86,NA,0,11862.44,222.72,251.86,NA,0,11638.26,224.18,251.86,NA,0,11414.46,223.8,251.86,NA,0,11189.24,225.22,251.86,NA,0,10964.36,224.88,251.86,NA,0,10738.94,225.42,251.86,NA,0,10510.47,228.47,251.86,NA,0,10283.95,226.52,251.86,NA,0,10056.09,227.86,251.86,NA,0,9828.48,227.61,251.86,NA,0,9599.55,228.93,251.86,NA,0,9370.84,228.71,251.86,NA,0,9141.58,229.26,251.86,NA,0,8911.05,230.53,251.86,NA,0,8680.68,230.37,251.86,NA,0,8449.08,231.6,251.86,NA,0,8217.58,231.5,251.86,NA,0,7985.49,232.09,251.86,NA,0,7751.6,233.89,251.86,NA,0,7518.39,233.21,251.86,NA,0,7284.03,234.36,251.86,NA,0,7049.69,234.34,251.86,NA,0,6814.24,235.45,251.86,NA,0,6578.77,235.47,251.86,NA,0,6342.73,236.04,251.86,NA,0,6105.64,237.09,251.86,NA,0,5868.47,237.17,251.86,NA,0,5630.27,238.2,251.86,NA,0,8,"super_prime",8,43,51,1,0,0
"62696","Sponsor Assigned",20423797,"05-01-2017","05-31-2017","Ally Bank","10/2016",42994.62,74,"11/2022",0.0399,1,1,"12/2016","True",2,2,0,"RAM ","3500                ",1,2015,2,47160,1,"Consumer Bureau","693",2,NA,"False",0.0561,"TX",66,NA,1,38541.48,0,0.0399,0.0399,0.01,NA,NA,541.12,NA,37967.86,673.57,700,NA,"False",573.62,0,"05-12-2017",0,"Ally Bank","False",NA,NA,NA,0,37396.51,571.35,700,NA,0,36819.14,577.37,700,NA,0,36243.9,575.24,700,NA,0,35666.71,577.19,700,NA,0,35083.67,583.04,700,NA,0,34502.55,581.12,700,NA,0,33915.69,586.86,700,NA,0,33330.61,585.08,700,NA,0,32743.55,587.06,700,NA,0,32143.76,599.79,700,NA,0,31552.68,591.08,700,NA,0,30956.15,596.53,700,NA,0,30361.04,595.11,700,NA,0,29760.6,600.44,700,NA,0,29161.44,599.16,700,NA,0,0,29161.44,29288.34,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"super_prime",8,17,25,0,0,1
